CustomerID,Purchase Date,Revenue,Product
001300000082ySl,2019-06-13,0.00,Milk products
001300000082ySl,2020-10-29,9.00,BIO products
001300000082ySO,2017-06-19,17.88,Books
001300000082ySO,2018-05-28,22.40,Soft Drinks
001300000082ySp,2015-12-21,1.00,Vegetables
001300000082ySp,2016-12-27,9.00,Pastries and sweets
001300000082ySu,2019-10-29,5.06,BIO products
001300000082ySu,2020-07-15,30.66,Books
001300000082ysv,2015-08-31,17.89,Coffee
001300000082ysv,2015-10-28,1.00,Milk products
001300000082ysv,2016-02-04,1.00,Meat & fish
001300000082ysv,2016-07-28,0.00,Tea
001300000082ysv,2017-01-16,14.65,Coffee
001300000082ysy,2015-08-03,36.00,Pastries and sweets
001300000082ysy,2016-06-21,1.10,Soft Drinks
001300000082ysy,2017-03-24,75.05,Meat & fish
001300000082ysy,2017-07-19,3180.88,Tea
001300000082ysy,2018-01-26,33.05,Vegetables
001300000082ysy,2018-04-24,9.00,Coffee
001300000082ysy,2019-03-06,17.88,Pastries and sweets
001300000082ysy,2019-04-25,12.80,Milk products
001300000082ysy,2019-11-14,15.89,BIO products
001300000082ysy,2020-04-23,52.90,Books
001300000082ySZ,2015-12-04,1.00,Tea
001300000082ySZ,2019-06-24,20.64,Vegetables
001300000082yT3,2017-02-22,14.70,Pastries and sweets
001300000082yT3,2020-07-13,30.40,BIO products
001300000082yT5,2016-12-23,10.73,Books
001300000082yT5,2017-06-28,15.20,Soft Drinks
001300000082yTA,2020-10-28,14.00,Vegetables
001300000082yTb,2016-01-18,1.00,Porcelain. Glas & Co.
001300000082ytB,2016-09-16,30.40,Tea
001300000082ytB,2017-08-12,9.00,Milk products
001300000082yTb,2019-08-30,20.64,Soft Drinks
001300000082ytB,2019-10-11,4.04,Meat & fish
001300000082ytC,2015-06-19,9.00,Vegetables
001300000082ytC,2015-07-23,2.40,Coffee
001300000082ytC,2016-07-20,1.00,Milk products
001300000082ytC,2016-09-20,34.27,Pastries and sweets
001300000082ytC,2018-06-28,17.89,BIO products
001300000082ytC,2018-07-30,37.37,Books
001300000082ytC,2020-04-29,218.54,Soft Drinks
001300000082ytE,2016-10-19,56.87,Tea
001300000082ytE,2016-10-28,47.11,Vegetables
001300000082ytE,2017-07-14,17.09,Vegetables
001300000082ytG,2018-02-06,237.42,Porcelain. Glas & Co.
001300000082yTI,2016-10-07,20.64,Soft Drinks
001300000082yTi,2019-03-02,10.98,Vegetables
001300000082yTI,2019-10-28,31.42,Coffee
001300000082ytK,2019-05-17,239.62,Soft Drinks
001300000082ytl,2017-01-17,18.00,Tea
001300000082yTm,2015-10-28,1.00,Vegetables
001300000082yTm,2016-04-10,1.69,Coffee
001300000082ytm,2016-06-28,1.00,Pastries and sweets
001300000082yTm,2017-02-17,44.57,BIO products
001300000082yTm,2017-07-12,110.24,Books
001300000082yTm,2017-08-12,8.00,Coffee
001300000082yTm,2018-03-08,7.42,Pastries and sweets
001300000082yTm,2018-06-25,24.08,BIO products
001300000082yTm,2019-04-04,2.70,Books
001300000082yTm,2019-04-11,64.88,Soft Drinks
001300000082yTm,2019-06-09,19.07,Tea
001300000082yTn,2016-03-05,1.00,Vegetables
001300000082yTn,2016-10-17,32.97,Coffee
001300000082yTn,2017-01-27,17.09,Pastries and sweets
001300000082yTn,2017-01-28,1.49,BIO products
001300000082yTn,2017-02-08,8.52,Books
001300000082yTn,2017-05-22,17.33,Soft Drinks
001300000082yTn,2017-08-04,11.17,Tea
001300000082yTn,2017-11-13,59.00,Vegetables
001300000082ytN,2018-05-04,1.29,Milk products
001300000082yTn,2018-05-17,56.00,Soft Drinks
001300000082yTn,2018-07-20,8.42,Tea
001300000082ytN,2019-12-17,2.60,Vegetables
001300000082yto,2016-02-04,1.00,Soft Drinks
001300000082yto,2016-02-12,1.69,Tea
001300000082yTp,2018-02-20,14.90,Vegetables
001300000082ytQ,2015-05-27,18.74,Pastries and sweets
001300000082ytQ,2017-05-29,53.47,BIO products
001300000082yTR,2015-07-22,49.52,Books
001300000082yTr,2015-10-15,0.69,Meat & fish
001300000082yTR,2016-04-26,1.10,Coffee
001300000082yTr,2017-12-04,20.64,Pastries and sweets
001300000082yTr,2018-06-02,50.57,BIO products
001300000082yTR,2019-04-11,15.89,Books
001300000082ytr,2020-06-26,15.10,Tea
001300000082yTS,2015-07-21,9.00,Porcelain. Glas & Co.
001300000082yTS,2015-07-24,6.49,Soft Drinks
001300000082ytS,2015-07-30,21.13,Meat & fish
001300000082yTS,2015-09-28,1.00,Vegetables
001300000082yTS,2015-10-10,1.00,Coffee
001300000082ytS,2016-06-24,1.00,Soft Drinks
001300000082yTS,2016-06-27,1.00,Meat & fish
001300000082ytS,2016-07-15,1.00,BIO products
001300000082ytS,2016-09-03,8.10,Soft Drinks
001300000082yTS,2016-12-04,21.49,Meat & fish
001300000082yTS,2017-04-24,0.00,Tea
001300000082yTS,2018-01-19,0.99,Vegetables
001300000082yTS,2018-04-23,19.07,Milk products
001300000082yTS,2018-08-17,19.81,Soft Drinks
001300000082yTS,2018-11-01,11.50,Tea
001300000082ytS,2019-02-12,11.90,Vegetables
001300000082ytS,2019-05-30,47.67,Coffee
001300000082yTS,2019-11-27,18.28,Milk products
001300000082yTS,2019-12-19,9.16,Soft Drinks
001300000082yTS,2020-05-02,1.49,Vegetables
001300000082ytT,2015-07-14,25.18,Coffee
001300000082yTT,2016-05-24,1.00,Pastries and sweets
001300000082yTU,2015-06-17,10.66,BIO products
001300000082yTU,2015-06-17,1.76,Books
001300000082yTX,2016-06-29,1.00,Tea
001300000082yTX,2018-04-24,9.99,Coffee
001300000082yTX,2019-06-19,18.28,Milk products
001300000082yu1,2015-07-20,23.76,Pastries and sweets
001300000082yU9,2016-03-18,0.00,BIO products
001300000082yu9,2019-10-25,0.99,Books
001300000082yu9,2019-10-28,32.57,Soft Drinks
001300000082yu9,2019-11-25,46.69,Tea
001300000082yU9,2020-07-13,13.50,Vegetables
001300000082yUA,2016-01-21,1.00,Coffee
001300000082yuE,2020-02-17,9.00,Milk products
001300000082yUF,2016-05-24,1.00,Tea
001300000082yUF,2016-06-04,1.00,Pastries and sweets
001300000082yuf,2018-09-19,28.94,BIO products
001300000082yUF,2018-12-28,5.67,Books
001300000082yug,2015-01-11,0.99,Soft Drinks
001300000082yug,2015-06-23,0.01,Meat & fish
001300000082yug,2015-10-03,1.69,Vegetables
001300000082yuH,2015-07-17,63.28,Coffee
001300000082yuH,2019-12-24,447.00,Porcelain. Glas & Co.
001300000082yUi,2015-04-13,45.60,Tea
001300000082yUi,2015-04-13,8.10,Vegetables
001300000082yUi,2015-07-13,12.18,Porcelain. Glas & Co.
001300000082yuI,2016-04-26,1.00,Meat & fish
001300000082yUi,2020-03-02,20.64,Coffee
001300000082yuK,2017-09-04,50.28,Pastries and sweets
001300000082yuK,2018-10-11,40.07,BIO products
001300000082yuK,2018-10-22,21.59,Books
001300000082yuK,2019-07-19,17.20,Tea
001300000082yul,2015-05-25,9.00,Coffee
001300000082yul,2016-09-19,66.92,Pastries and sweets
001300000082yul,2016-10-21,17.04,BIO products
001300000082yul,2017-01-06,105.72,Books
001300000082yul,2017-06-19,32.38,Soft Drinks
001300000082yul,2017-11-29,13.50,Tea
001300000082yul,2018-01-31,137.14,Soft Drinks
001300000082yul,2018-03-15,204.75,Tea
001300000082yul,2019-01-17,41.28,Vegetables
001300000082yul,2019-10-23,9.00,Coffee
001300000082yUN,2016-03-30,1.00,Tea
001300000082yUN,2018-07-18,288.22,Soft Drinks
001300000082yUN,2019-04-07,68.81,Tea
001300000082yUr,2016-03-24,0.69,Vegetables
001300000082yUr,2019-01-02,9.00,Coffee
001300000082yUR,2020-04-30,20.38,Tea
001300000082yUT,2016-01-10,0.69,Vegetables
001300000082yUT,2017-02-16,16.19,Pastries and sweets
001300000082yUT,2019-06-27,15.48,BIO products
001300000082yuT,2019-08-04,71.28,Books
001300000082yUu,2016-03-08,1.00,Soft Drinks
001300000082yUu,2016-03-17,1.00,Vegetables
001300000082yUu,2016-07-20,1.00,Coffee
001300000082yUu,2016-08-18,65.00,Tea
001300000082yUu,2017-03-01,26.58,Coffee
001300000082yUu,2020-04-29,19.86,Milk products
001300000082yUx,2015-05-28,198.00,Meat & fish
001300000082yUx,2016-06-26,1.00,Tea
001300000082yUx,2016-07-19,1.10,Coffee
001300000082yUx,2016-07-20,1.00,Pastries and sweets
001300000082yUx,2017-07-27,22.00,BIO products
001300000082yUx,2018-06-22,6.71,Books
001300000082yUx,2019-07-01,11.90,Tea
001300000082yUx,2019-07-19,20.64,Pastries and sweets
001300000082yUx,2019-07-19,20.64,Milk products
001300000082yUx,2020-05-11,14.90,BIO products
001300000082yUx,2020-06-29,29.57,Books
001300000082yUz,2015-05-26,34.70,Soft Drinks
001300000082yUz,2015-10-12,1.00,Milk products
001300000082yUz,2015-10-29,1.00,Pastries and sweets
001300000082yUz,2015-11-26,1.00,BIO products
001300000082yUz,2016-07-13,1.00,Books
001300000082yUz,2016-07-19,1.00,Coffee
001300000082yUz,2017-03-13,11.12,BIO products
001300000082yUz,2017-05-29,60.35,Soft Drinks
001300000082yUz,2017-05-29,41.79,Tea
001300000082yUz,2018-12-25,14.90,Vegetables
001300000082yV7,2019-01-28,6.00,Pastries and sweets
001300000082yV7,2020-05-19,31.79,Milk products
001300000082yV9,2018-09-04,15.48,BIO products
001300000082yVc,2019-04-23,5.66,Books
001300000082yVE,2016-10-30,17.20,Soft Drinks
001300000082yVE,2018-09-19,15.34,Vegetables
001300000082yvK,2019-07-01,99.80,Coffee
001300000082yVM,2017-01-09,9.00,Porcelain. Glas & Co.
001300000082yVM,2018-01-29,37.76,Soft Drinks
001300000082yVM,2018-07-18,77.87,Tea
001300000082yVn,2017-11-02,51.84,BIO products
001300000082yVn,2020-03-27,17.89,Soft Drinks
001300000082yVp,2015-09-15,1.00,Vegetables
001300000082yVP,2017-06-21,37.82,Coffee
001300000082yVr,2015-12-03,1.00,Soft Drinks
001300000082yVs,2015-12-15,1.00,Tea
001300000082yVv,2020-10-16,7.90,Pastries and sweets
001300000082yVX,2016-05-03,1.00,Milk products
001300000082yVX,2017-02-13,7.90,BIO products
001300000082yVX,2018-08-14,9.00,Books
001300000082yVX,2019-10-04,67.16,Soft Drinks
001300000082yVX,2020-02-04,45.60,Meat & fish
001300000082yW3,2016-06-23,1.00,Vegetables
001300000082yW3,2016-12-12,0.99,Coffee
001300000082yW3,2017-05-31,9.00,Pastries and sweets
001300000082yW3,2017-12-11,26.48,BIO products
001300000082yW6,2017-04-28,9.00,Books
001300000082yWa,2019-05-07,0.99,Coffee
001300000082ywb,2017-12-01,34.10,Milk products
001300000082yWd,2016-01-27,1.00,Tea
001300000082yWd,2016-01-29,1.69,Coffee
001300000082yWd,2016-02-24,1.00,Porcelain. Glas & Co.
001300000082yWd,2016-02-26,1.00,Soft Drinks
001300000082ywe,2019-02-21,39.38,Meat & fish
001300000082yWF,2015-06-30,9.00,Tea
001300000082yWg,2017-01-10,0.99,Vegetables
001300000082yWG,2017-07-18,9.00,Soft Drinks
001300000082yWg,2018-07-17,7.00,Meat & fish
001300000082yWg,2018-08-29,75.03,Vegetables
001300000082yWg,2018-09-26,43.18,Coffee
001300000082yWg,2019-09-24,26.60,Tea
001300000082yWg,2019-09-25,9.00,Coffee
001300000082ywh,2016-02-10,1.00,Porcelain. Glas & Co.
001300000082ywh,2016-12-05,32.80,Tea
001300000082ywh,2017-06-16,43.20,Milk products
001300000082yWJ,2020-08-17,4.40,Soft Drinks
001300000082yWr,2015-09-30,1.00,Vegetables
001300000082yWr,2016-11-08,302.38,Porcelain. Glas & Co.
001300000082yWr,2016-12-13,47.44,Pastries and sweets
001300000082yWr,2017-05-04,225.35,BIO products
001300000082yWR,2017-12-29,82.22,Books
001300000082yWR,2018-07-16,82.79,Vegetables
001300000082yWR,2018-10-29,21.47,Milk products
001300000082yWs,2015-11-26,1.69,Soft Drinks
001300000082yWs,2016-07-21,1.00,Tea
001300000082yWs,2019-05-30,57.28,Vegetables
001300000082yWv,2015-09-12,1.00,Pastries and sweets
001300000082yWV,2016-05-16,1.00,BIO products
001300000082yWV,2016-06-27,1.00,Books
001300000082yWv,2016-07-13,1.00,Tea
001300000082yWV,2018-01-24,21.59,Porcelain. Glas & Co.
001300000082yWw,2018-02-08,11.90,Coffee
001300000082yWx,2019-07-06,9.00,Milk products
001300000082ywY,2019-08-20,55.02,Tea
001300000082ywY,2019-11-29,8.92,Milk products
001300000082ywZ,2017-05-05,25.77,Soft Drinks
001300000082yX1,2015-05-28,9.00,Meat & fish
001300000082yX1,2016-02-10,1.00,Vegetables
001300000082yX1,2016-03-18,1.00,Milk products
001300000082yX2,2019-01-17,13.84,Coffee
001300000082yXa,2017-08-21,0.99,Pastries and sweets
001300000082yXB,2016-04-10,1.00,Milk products
001300000082yXB,2016-12-05,27.61,BIO products
001300000082yXB,2018-10-19,14.62,Books
001300000082yXB,2018-11-10,5.96,Soft Drinks
001300000082yXB,2019-12-24,9.00,Tea
001300000082yXB,2020-06-08,17.20,Milk products
001300000082yXD,2015-08-05,1.00,Soft Drinks
001300000082yXD,2015-09-28,1.00,Tea
001300000082yXd,2016-05-04,1.00,Vegetables
001300000082yXD,2016-05-27,1.00,Pastries and sweets
001300000082yXd,2017-01-26,13.00,BIO products
001300000082yXD,2017-03-29,72.59,Books
001300000082yXD,2018-03-29,16.98,Coffee
001300000082yXD,2019-10-24,2.61,Milk products
001300000082yXE,2018-09-05,7.37,Tea
001300000082yXE,2019-07-09,0.99,Coffee
001300000082yXe,2019-11-21,18.58,Milk products
001300000082yXe,2020-04-28,27.00,Tea
001300000082yXe,2020-07-05,1.99,Coffee
001300000082yXk,2016-03-14,1.69,Porcelain. Glas & Co.
001300000082yXk,2018-01-26,17.89,Milk products
001300000082yXk,2019-01-24,28.50,Books
001300000082yXk,2019-10-29,9.00,Soft Drinks
001300000082yXQ,2019-01-16,0.00,Tea
001300000082yXq,2020-05-06,0.99,Vegetables
001300000082yY7,2017-07-19,9.00,Coffee
001300000082yyA,2015-10-30,1.00,Pastries and sweets
001300000082yyA,2016-03-30,1.00,BIO products
001300000082yyB,2019-10-30,13.63,Books
001300000082yYB,2020-02-10,7.90,Tea
001300000082yYC,2016-10-21,40.80,Coffee
001300000082yYC,2020-03-30,95.67,Porcelain. Glas & Co.
001300000082yyD,2016-02-17,1.69,Milk products
001300000082yyD,2016-04-26,1.00,BIO products
001300000082yYd,2016-08-15,19.50,Pastries and sweets
001300000082yYd,2016-12-27,9.00,Vegetables
001300000082yyD,2017-04-28,19.50,Porcelain. Glas & Co.
001300000082yYd,2017-08-12,19.07,Milk products
001300000082yYd,2017-08-14,25.88,Soft Drinks
001300000082yYd,2018-02-27,4.53,Tea
001300000082yyD,2018-05-01,99.93,Vegetables
001300000082yYE,2015-07-24,1.76,Coffee
001300000082yyE,2015-10-27,1.00,Milk products
001300000082yYE,2017-01-16,29.82,Milk products
001300000082yYE,2017-03-28,7.90,Soft Drinks
001300000082yyH,2019-01-15,46.47,Tea
001300000082yyJ,2017-04-18,141.03,Vegetables
001300000082yyJ,2017-07-21,30.50,Pastries and sweets
001300000082yyJ,2018-09-19,6.46,BIO products
001300000082yYM,2017-05-31,33.97,Books
001300000082yYO,2016-02-01,1.00,Meat & fish
001300000082yYO,2016-07-07,1.00,Milk products
001300000082yYO,2016-07-13,1.00,Milk products
001300000082yYO,2017-02-02,1450.00,Books
001300000082yYO,2017-05-07,21.30,Soft Drinks
001300000082yYO,2017-12-04,10.34,Meat & fish
001300000082yYO,2018-02-03,97.27,Vegetables
001300000082yYO,2018-06-27,14.00,Pastries and sweets
001300000082yYO,2018-08-28,79.09,Milk products
001300000082yYO,2019-05-09,9.00,BIO products
001300000082yYO,2020-08-18,0.99,Books
001300000082yYr,2018-01-26,17.99,Coffee
001300000082yYr,2020-10-21,17.20,Pastries and sweets
001300000082yYS,2018-07-18,13.50,BIO products
001300000082yYS,2019-07-18,17.20,Books
001300000082yYT,2015-07-23,52.05,Soft Drinks
001300000082yYT,2018-09-24,21.47,Tea
001300000082yYT,2018-12-02,36.26,Vegetables
001300000082yYT,2019-11-25,29.57,Coffee
001300000082yYT,2019-11-25,9.00,Tea
001300000082yYt,2020-04-29,21.47,Coffee
001300000082yYu,2017-12-25,106.80,Soft Drinks
001300000082yYu,2019-01-03,27.98,Vegetables
001300000082yYW,2015-05-20,33.27,Coffee
001300000082yYW,2015-06-22,8.55,Books
001300000082yYW,2015-11-23,1.00,Tea
001300000082yYW,2015-12-21,1.69,Milk products
001300000082yYW,2017-01-24,349.50,Soft Drinks
001300000082yYW,2017-09-14,9.37,Vegetables
001300000082yYW,2018-10-02,16.19,Porcelain. Glas & Co.
001300000082yYW,2018-10-02,8.10,Coffee
001300000082yYW,2018-10-22,17.99,Pastries and sweets
001300000082yYW,2019-02-27,83.13,Milk products
001300000082yZ5,2015-04-12,33.90,BIO products
001300000082yZ5,2016-12-13,19.07,Books
001300000082yZ5,2016-12-29,13.12,Tea
001300000082yZ5,2019-06-21,11.16,Vegetables
001300000082yZ5,2019-10-15,59.00,Milk products
001300000082yZ6,2015-10-27,1.00,Vegetables
001300000082yZ6,2016-09-26,0.01,Pastries and sweets
001300000082yZ6,2017-12-05,33.46,BIO products
001300000082yZ6,2018-03-08,9.00,Books
001300000082yZ7,2016-01-27,1.00,Soft Drinks
001300000082yZB,2015-05-27,143.80,Vegetables
001300000082yZC,2015-08-26,36.00,Porcelain. Glas & Co.
001300000082yZC,2018-07-03,215.86,Tea
001300000082yZd,2017-03-16,204.00,Coffee
001300000082yZd,2017-03-30,4.73,Porcelain. Glas & Co.
001300000082yZd,2017-11-16,20.15,Pastries and sweets
001300000082yZE,2018-04-27,15.18,Milk products
001300000082yZE,2019-04-25,15.48,BIO products
001300000082yZE,2019-04-25,24.18,Books
001300000082yZE,2019-10-21,6.80,Vegetables
001300000082yZE,2019-10-29,8.44,Coffee
001300000082yZE,2020-06-03,20.97,Milk products
001300000082yZG,2019-01-17,0.99,Coffee
001300000082yZG,2019-11-20,0.99,Pastries and sweets
001300000082yZH,2015-08-31,21.47,BIO products
001300000082yZH,2016-12-21,15.89,Books
001300000082yZH,2018-03-11,7.60,Tea
001300000082yZH,2020-01-13,0.99,Coffee
001300000082yZH,2020-01-14,63.87,Pastries and sweets
001300000082yZH,2020-01-14,0.99,BIO products
001300000082yZJ,2020-02-28,104.00,Books
001300000082yZM,2016-08-15,40.90,Soft Drinks
001300000082yZN,2019-03-27,17.89,Tea
001300000082yZo,2015-12-22,1.00,Vegetables
001300000082yZo,2017-08-29,15.09,Pastries and sweets
001300000082yZs,2018-05-11,0.99,BIO products
001300000082yZs,2020-04-24,28.00,Books
001300000082yZt,2019-02-21,42.94,Meat & fish
001300000082yZw,2015-09-24,1.00,Vegetables
001300000082yZw,2016-01-03,1.00,Coffee
001300000082yZw,2016-09-14,9.00,Pastries and sweets
001300000082yZw,2017-06-20,36.23,BIO products
001300000082yZw,2017-07-03,70.00,Books
001300000082yZw,2017-10-08,55.96,Meat & fish
001300000082yZw,2018-01-04,137.36,Tea
001300000082yZZ,2019-12-25,9.00,Vegetables
001300000082z19,2018-08-30,42.18,Coffee
001300000082z1B,2018-09-21,9.00,Milk products
001300000082z1F,2019-07-07,5.82,Tea
001300000082z1G,2018-11-04,37.97,Milk products
001300000082z2v,2017-12-04,9.00,Soft Drinks
001300000082z2x,2014-08-13,24.34,Vegetables
001300000082z30,2018-06-26,18.36,Coffee
001300000082z5f,2019-01-28,22.03,Milk products
001300000082z5f,2019-06-12,10.56,Soft Drinks
001300000082z5h,2016-04-06,1.00,Tea
001300000082z5h,2016-08-17,9.99,Vegetables
001300000082z5h,2017-11-17,19.44,Coffee
001300000082z5h,2018-12-27,30.40,Porcelain. Glas & Co.
001300000082z5h,2019-07-02,108.80,Soft Drinks
001300000082z7g,2019-07-17,59.00,Tea
001300000082z7j,2015-10-29,1.69,Vegetables
001300000082z7j,2017-07-13,109.14,Milk products
001300000082z7j,2018-07-19,63.41,Milk products
001300000082z7j,2018-07-19,9.00,Soft Drinks
001300000082z7j,2018-07-19,44.53,Meat & fish
001300000082z7q,2016-01-06,1.00,Vegetables
001300000082z9d,2018-07-13,1.76,Coffee
001300000082zaK,2015-09-30,1.00,Pastries and sweets
001300000082zaK,2015-10-31,1.00,BIO products
001300000082zaK,2016-11-25,34.30,Books
001300000082zaK,2017-03-03,16.56,Soft Drinks
001300000082zaK,2018-05-01,72.19,Tea
001300000082zaK,2018-08-08,14.32,Vegetables
001300000082zaK,2018-12-01,49.98,Milk products
001300000082zaK,2019-07-22,19.07,Pastries and sweets
001300000082zaM,2016-04-20,1.10,BIO products
001300000082zaM,2016-08-17,0.00,Books
001300000082zaM,2017-08-28,18.86,Meat & fish
001300000082zaM,2019-12-25,8.10,Coffee
001300000082zaM,2020-04-14,11.98,Pastries and sweets
001300000082zaM,2020-05-28,8.94,Milk products
001300000082zaM,2019-07-30,19.61,BIO products
001300000082zaQ,2017-01-30,1.49,Books
001300000082zBe,2015-10-30,1.69,Soft Drinks
001300000082zBe,2015-10-30,1.00,Tea
001300000082zBe,2016-02-15,1.00,Vegetables
001300000082zBe,2017-03-27,22.71,Porcelain. Glas & Co.
001300000082zBe,2017-06-30,9.00,Soft Drinks
001300000082zBe,2017-08-17,136.74,Vegetables
001300000082zBe,2017-10-17,9.20,Milk products
001300000082zBe,2017-10-26,30.40,Pastries and sweets
001300000082zBe,2017-12-11,25.08,Milk products
001300000082zBe,2017-12-13,78.02,Soft Drinks
001300000082zBe,2018-02-28,60.38,Vegetables
001300000082zBe,2018-03-19,72.50,Coffee
001300000082zBe,2018-06-29,16.90,Porcelain. Glas & Co.
001300000082zBe,2018-08-20,27.88,Soft Drinks
001300000082zBe,2019-03-27,8.26,Tea
001300000082zBe,2019-06-27,14.90,Milk products
001300000082zBe,2019-08-03,33.96,BIO products
001300000082zBe,2019-10-16,8.86,Books
001300000082zBe,2020-01-15,11.90,Coffee
001300000082zBe,2020-03-06,17.89,Soft Drinks
001300000082zBe,2020-05-03,28.02,Tea
001300000082zBe,2020-06-11,15.48,Vegetables
001300000082zBe,2020-06-29,15.89,Coffee
001300000082zBe,2020-07-17,9.00,Books
001300000082zBh,2015-08-24,15.48,Soft Drinks
001300000082zBh,2015-08-25,40.13,Tea
001300000082zBh,2018-02-28,18.00,Vegetables
001300000082zBh,2019-05-31,31.53,Milk products
001300000082zbn,2016-07-21,1.00,Soft Drinks
001300000082zBR,2016-10-11,9.00,Tea
001300000082zBR,2016-11-04,11.99,Vegetables
001300000082zcv,2015-12-21,1.00,Coffee
001300000082zcv,2016-02-22,1.00,Pastries and sweets
001300000082zCY,2016-05-25,1.10,BIO products
001300000082zd0,2019-07-07,6.41,Books
001300000082zd0,2020-03-23,9.00,Meat & fish
001300000082zFa,2018-01-29,11.90,Tea
001300000082zFa,2019-03-05,13.00,Coffee
001300000082zFa,2019-03-05,21.47,Pastries and sweets
001300000082zFa,2019-11-04,20.64,Milk products
001300000082zFV,2019-04-15,0.27,BIO products
001300000082zFX,2015-07-21,16.50,Books
001300000082zFX,2019-01-28,9.00,Soft Drinks
001300000082zg0,2020-01-11,97.44,Tea
001300000082zg4,2019-07-24,0.99,Vegetables
001300000082zI0,2015-01-09,96.15,Soft Drinks
001300000082zJc,2017-06-09,25.09,Vegetables
001300000082zJc,2018-01-17,21.59,Porcelain. Glas & Co.
001300000082zJc,2018-02-09,21.59,Soft Drinks
001300000082zJh,2017-01-23,28.21,Coffee
001300000082zJh,2017-08-12,20.30,Milk products
001300000082zJh,2018-05-15,18.98,Pastries and sweets
001300000082zJZ,2019-06-12,31.16,BIO products
001300000082zLK,2015-12-04,1.00,Books
001300000082zLK,2016-02-12,1.00,Tea
001300000082zLK,2017-02-27,17.85,Soft Drinks
001300000082zmQ,2019-02-10,0.99,Tea
001300000082zmQ,2020-03-03,12.98,Vegetables
001300000082zmR,2019-07-17,449.76,Coffee
001300000082zmV,2016-10-13,45.00,BIO products
001300000082zNn,2016-07-06,1.00,Soft Drinks
001300000082zNv,2015-06-12,0.99,Tea
001300000082zNv,2017-05-05,5.06,Vegetables
001300000082zoa,2016-06-29,1.00,Coffee
001300000082zoa,2016-07-09,1.10,Pastries and sweets
001300000082zoa,2016-09-28,88.00,Milk products
001300000082zoa,2016-10-18,15.34,BIO products
001300000082zoa,2017-01-07,207.94,Books
001300000082zoa,2017-01-30,7.00,Tea
001300000082zoa,2017-02-16,21.59,Milk products
001300000082zoa,2018-03-08,17.99,Milk products
001300000082zoa,2019-01-25,0.99,Soft Drinks
001300000082zod,2015-07-11,16.95,Vegetables
001300000082zod,2016-12-20,1721.92,Coffee
001300000082zod,2018-06-21,51.34,Milk products
001300000082zod,2019-04-30,1.10,Tea
001300000082zod,2020-01-14,40.90,Coffee
001300000082zod,2020-01-14,33.37,Tea
001300000082zol,2019-12-06,17.99,Meat & fish
001300000082zom,2019-10-29,6.49,Vegetables
001300000082zoQ,2015-07-11,7.16,Milk products
001300000082zor,2016-08-19,61.56,Meat & fish
001300000082zoS,2017-02-14,17.89,Vegetables
001300000082zoS,2017-09-09,240.00,Soft Drinks
001300000082zoS,2017-12-10,17.99,Vegetables
001300000082zoS,2018-04-05,45.98,Soft Drinks
001300000082zoS,2018-10-22,15.29,Meat & fish
001300000082zoS,2019-05-31,9.47,Vegetables
001300000082zoV,2015-09-28,1.00,Tea
001300000082zoY,2019-05-29,17.88,Coffee
001300000082zoY,2019-07-19,5360.69,Porcelain. Glas & Co.
001300000082zoZ,2018-03-29,11.90,Pastries and sweets
001300000082zp1,2015-08-31,7.20,Milk products
001300000082zp1,2016-06-12,1.00,BIO products
001300000082zp1,2018-10-02,63.60,Books
001300000082zp4,2015-10-03,1.00,Soft Drinks
001300000082zp5,2016-04-26,1.00,Tea
001300000082zp5,2017-04-24,18.00,Vegetables
001300000082zp5,2017-08-22,30.23,Soft Drinks
001300000082zp5,2018-07-18,13.50,Vegetables
001300000082zp5,2018-07-20,33.58,Coffee
001300000082zPY,2020-12-02,11.90,Milk products
001300000082zqF,2016-04-29,1.00,Pastries and sweets
001300000082zqh,2015-09-07,1.00,BIO products
001300000082zqI,2016-06-29,1.00,Meat & fish
001300000082zqJ,2020-07-14,16.46,Pastries and sweets
001300000082zqL,2017-11-24,45.13,BIO products
001300000082zqL,2018-04-25,21.10,Soft Drinks
001300000082zqn,2015-11-18,1.00,Vegetables
001300000082zqn,2016-05-25,1.10,Milk products
001300000082zqn,2017-03-29,10.66,BIO products
001300000082zqo,2017-01-17,0.00,Soft Drinks
001300000082zra,2017-01-11,32.38,Tea
001300000082zra,2018-01-10,26.24,Vegetables
001300000082zra,2018-04-19,58.32,Coffee
001300000082zrB,2017-04-17,13.50,Milk products
001300000082zrc,2016-02-10,1.00,Meat & fish
001300000082zrC,2016-07-20,1.00,Soft Drinks
001300000082zrc,2018-01-26,431.89,Vegetables
001300000082zrf,2020-11-16,0.29,Coffee
001300000082zrJ,2015-06-25,89.04,Pastries and sweets
001300000082zrl,2018-11-27,17.99,BIO products
001300000082zrm,2016-05-24,1.10,Books
001300000082zrn,2017-08-15,23.06,Tea
001300000082zrn,2019-07-18,14.90,Vegetables
001300000082zrn,2020-06-11,11.90,Coffee
001300000082zrn,2020-07-23,12.35,Soft Drinks
001300000082zrP,2015-03-12,9.58,Meat & fish
001300000082zrP,2019-10-22,43.94,Tea
001300000082zrV,2018-10-29,17.99,Coffee
001300000082zrw,2017-07-17,9.00,Milk products
001300000082zrZ,2017-03-17,121.84,Coffee
001300000082zs2,2019-09-23,11.90,Soft Drinks
001300000082zsE,2015-06-12,220.43,Vegetables
